"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"161";"NAT9297  ";"2013JJ00";"       0";"       0";"       0";"      45";"      20";"      15";"       0";"       5";"      15";"       5";"       0";"       0";"       0";"       0";"       0";""
"162";"NAT9297  ";"2014JJ00";"       0";"       0";"       0";"      35";"      15";"      10";"       0";"       0";"      10";"       0";"       0";"       0";"       0";"       0";"      10";""
"163";"NAT9297  ";"2015JJ00";"       0";"       0";"       0";"      35";"      15";"      10";"       5";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"      10";""
"164";"NAT9297  ";"2016JJ00";"       0";"       0";"       0";"      35";"      10";"      10";"       0";"       0";"      10";"       5";"       0";"       5";"       5";"       0";"       5";""
"165";"NAT9297  ";"2017JJ00";"       0";"       0";"       0";"      30";"      10";"       5";"       0";"       0";"      10";"       5";"       0";"       0";"       0";"       0";"       5";""
"166";"NAT9297  ";"2018JJ00";"       0";"       0";"       0";"      55";"      15";"      10";"       5";"       5";"      15";"      10";"       5";"       0";"       5";"       0";"      10";""
"167";"NAT9297  ";"2019JJ00";"       0";"       0";"       0";"      60";"      40";"      15";"      10";"      15";"      10";"       5";"       0";"       0";"       0";"       0";"      10";""
"168";"NAT9297  ";"2020JJ00";"       0";"       0";"       0";"      35";"      15";"       5";"       5";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       5";""
"169";"NAT9298  ";"2008JJ00";"       0";"       0";"       0";"     345";"     120";"      85";"      25";"      10";"       5";"      55";"       5";"       0";"      50";"       0";"     165";""
"170";"NAT9298  ";"2009JJ00";"       0";"       0";"       0";"     280";"     115";"      85";"      20";"      15";"       5";"      95";"       5";"       0";"      90";"       0";"      65";""
"171";"NAT9298  ";"2010JJ00";"       0";"       0";"       0";"     180";"     100";"      70";"      20";"       5";"      10";"      35";"       5";"       0";"      30";"       0";"      35";""
"172";"NAT9298  ";"2011JJ00";"       0";"       0";"       0";"     415";"     120";"      90";"      25";"       5";"      15";"     250";"       0";"       5";"     245";"       0";"      30";""
"173";"NAT9298  ";"2012JJ00";"       0";"       0";"       0";"     160";"     110";"      65";"      25";"      20";"      20";"      10";"       0";"       0";"       5";"       0";"      25";""
"174";"NAT9298  ";"2013JJ00";"       0";"       0";"       0";"     195";"     105";"      65";"      30";"      15";"      15";"      20";"       5";"       0";"      15";"       0";"      50";""
"175";"NAT9298  ";"2014JJ00";"       0";"       0";"       0";"     170";"     105";"      75";"      25";"       5";"      15";"      10";"       5";"       0";"       5";"       0";"      40";""
"176";"NAT9298  ";"2015JJ00";"       0";"       0";"       0";"     165";"     105";"      65";"      40";"       5";"      20";"      20";"      15";"       0";"       5";"       0";"      20";""
"177";"NAT9298  ";"2016JJ00";"       0";"       0";"       0";"     170";"     105";"      80";"      20";"       5";"      15";"      20";"      15";"       0";"       5";"       5";"      25";""
"178";"NAT9298  ";"2017JJ00";"       0";"       0";"       0";"     165";"     110";"      75";"      25";"      10";"      20";"      15";"      15";"       0";"       0";"       0";"      20";""
"179";"NAT9298  ";"2018JJ00";"       0";"       0";"       0";"     200";"     140";"      80";"      30";"      35";"      20";"      20";"      20";"       5";"       0";"       0";"      15";""
"180";"NAT9298  ";"2019JJ00";"       0";"       0";"       0";"     220";"     130";"      65";"      30";"      40";"      25";"      20";"      15";"       5";"       5";"       0";"      45";""
"181";"NAT9298  ";"2020JJ00";"       0";"       0";"       0";"     120";"      80";"      40";"      25";"      15";"      15";"      10";"       5";"       0";"       5";"       0";"      15";""
"182";"NAT9300  ";"2008JJ00";"       0";"       0";"       0";"    1315";"     765";"     380";"     175";"     210";"     135";"     340";"     135";"      50";"     160";"       0";"      75";""
"183";"NAT9300  ";"2009JJ00";"       0";"       0";"       0";"    1235";"     745";"     405";"     170";"     170";"     150";"     290";"      80";"      80";"     130";"       0";"      50";""
"184";"NAT9300  ";"2010JJ00";"       0";"       0";"       0";"    1220";"     660";"     340";"     160";"     160";"     180";"     310";"     100";"      70";"     145";"       0";"      70";""
"185";"NAT9300  ";"2011JJ00";"       0";"       0";"       0";"    1215";"     675";"     355";"     145";"     170";"     175";"     290";"      90";"      90";"     105";"       5";"      70";""
"186";"NAT9300  ";"2012JJ00";"       0";"       0";"       0";"    1175";"     495";"     245";"     100";"     150";"     335";"     290";"      75";"     110";"     105";"      10";"      45";""
"187";"NAT9300  ";"2013JJ00";"       0";"       0";"       0";"    1930";"     595";"     315";"     205";"      75";"     750";"     450";"     105";"     205";"     135";"       0";"     130";""
"188";"NAT9300  ";"2014JJ00";"       0";"       0";"       0";"    1785";"     445";"     285";"     130";"      30";"     785";"     445";"     130";"     235";"      80";"       5";"     105";""
"189";"NAT9300  ";"2015JJ00";"       0";"       0";"       0";"    2025";"     545";"     365";"     145";"      35";"     765";"     495";"     200";"     195";"     100";"       5";"     215";""
"190";"NAT9300  ";"2016JJ00";"       0";"       0";"       0";"    1720";"     585";"     395";"     135";"      55";"     340";"     490";"     260";"     125";"     105";"       0";"     305";""
"191";"NAT9300  ";"2017JJ00";"       0";"       0";"       0";"    2420";"     870";"     535";"     250";"      90";"     405";"     835";"     480";"     200";"     155";"       0";"     300";""
"192";"NAT9300  ";"2018JJ00";"       0";"       0";"       0";"    2925";"    1125";"     660";"     305";"     160";"     395";"    1055";"     635";"     205";"     210";"       5";"     350";""
"193";"NAT9300  ";"2019JJ00";"       0";"       0";"       0";"    3080";"    1215";"     705";"     305";"     205";"     365";"     875";"     625";"     185";"      70";"       5";"     620";""
"194";"NAT9300  ";"2020JJ00";"       0";"       0";"       0";"    2000";"     815";"     495";"     220";"     105";"     170";"     535";"     380";"     120";"      35";"      10";"     475";""
"195";"NAT9305  ";"2008JJ00";"     110";"       0";"       0";"      75";"      35";"       5";"      25";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      40";""
"196";"NAT9305  ";"2009JJ00";"      65";"      15";"      50";"      65";"      50";"      10";"      30";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"      15";""
"197";"NAT9305  ";"2010JJ00";"      40";"      15";"      25";"      35";"      25";"      10";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"198";"NAT9305  ";"2011JJ00";"      10";"       5";"       5";"      35";"      25";"       5";"      10";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"199";"NAT9305  ";"2012JJ00";"      15";"       5";"      10";"      35";"      20";"       5";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"      10";""
"200";"NAT9305  ";"2013JJ00";"      10";"       0";"      10";"     135";"      75";"       5";"      25";"      40";"       0";"       0";"       0";"       0";"       0";"       0";"      60";""
"201";"NAT9305  ";"2014JJ00";"      10";"       0";"       5";"      30";"      20";"       5";"      10";"       5";"       0";"       5";"       0";"       5";"       0";"       0";"      10";""
"202";"NAT9305  ";"2015JJ00";"      10";"       5";"       0";"      35";"      20";"       5";"       5";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"      10";""
"203";"NAT9305  ";"2016JJ00";"       5";"       5";"       0";"      30";"      15";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"      10";""
"204";"NAT9305  ";"2017JJ00";"      25";"      15";"      10";"      20";"      15";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"205";"NAT9305  ";"2018JJ00";"       5";"       5";"       0";"      30";"      25";"       5";"      10";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"206";"NAT9305  ";"2019JJ00";"      10";"       5";"       5";"      30";"      15";"       0";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      15";""
"207";"NAT9305  ";"2020JJ00";"       5";"       5";"       0";"      25";"      15";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"208";"NAT9307  ";"2008JJ00";"       0";"       0";"       0";"    1040";"     235";"     130";"      70";"      35";"     230";"     315";"     160";"      10";"     150";"       0";"     260";""
"209";"NAT9307  ";"2009JJ00";"       0";"       0";"       0";"     940";"     275";"     135";"     100";"      35";"     195";"     220";"     135";"      25";"      60";"       0";"     250";""
"210";"NAT9307  ";"2010JJ00";"       0";"       0";"       0";"    1050";"     220";"     115";"      65";"      40";"     255";"     240";"     130";"      20";"      85";"       0";"     340";""
"211";"NAT9307  ";"2011JJ00";"       0";"       0";"       0";"     970";"     240";"     125";"      70";"      40";"     240";"     220";"     140";"      25";"      55";"       0";"     270";""
"212";"NAT9307  ";"2012JJ00";"       0";"       0";"       0";"    1050";"     260";"     115";"     105";"      40";"     230";"     220";"     145";"      30";"      50";"       0";"     345";""
"213";"NAT9307  ";"2013JJ00";"       0";"       0";"       0";"    1330";"     290";"     135";"     140";"      15";"     245";"     270";"     180";"      40";"      45";"       0";"     530";""
"214";"NAT9307  ";"2014JJ00";"       0";"       0";"       0";"    1225";"     235";"     145";"      85";"      10";"     250";"     240";"     165";"      35";"      40";"       0";"     495";""
"215";"NAT9307  ";"2015JJ00";"       0";"       0";"       0";"    1470";"     265";"     160";"      90";"      15";"     330";"     270";"     180";"      45";"      40";"       0";"     605";""
"216";"NAT9307  ";"2016JJ00";"       0";"       0";"       0";"    1510";"     285";"     170";"     105";"      10";"     355";"     270";"     180";"      45";"      45";"       0";"     600";""
"217";"NAT9307  ";"2017JJ00";"       5";"       0";"       5";"    1605";"     325";"     170";"     130";"      20";"     375";"     275";"     205";"      45";"      30";"       0";"     630";""
"218";"NAT9307  ";"2018JJ00";"       0";"       0";"       0";"    1790";"     320";"     180";"     120";"      20";"     480";"     310";"     230";"      40";"      45";"       0";"     675";""
"219";"NAT9307  ";"2019JJ00";"       0";"       0";"       0";"    1815";"     345";"     185";"     115";"      45";"     595";"     320";"     195";"      50";"      70";"       0";"     560";""
"220";"NAT9307  ";"2020JJ00";"       0";"       0";"       0";"     945";"     265";"     160";"      75";"      30";"     175";"     260";"     165";"      40";"      55";"       0";"     250";""
"221";"NAT9309  ";"2008JJ00";"       0";"       0";"       0";"     120";"      50";"      25";"      10";"      15";"      35";"      25";"      15";"       5";"       5";"       0";"      10";""
"222";"NAT9309  ";"2009JJ00";"       0";"       0";"       0";"     130";"      65";"      35";"      15";"      15";"      35";"      20";"       5";"      10";"       5";"       0";"      10";""
"223";"NAT9309  ";"2010JJ00";"       0";"       0";"       0";"     115";"      50";"      25";"      15";"      15";"      30";"      20";"      10";"       5";"       5";"       0";"      10";""
"224";"NAT9309  ";"2011JJ00";"       0";"       0";"       0";"     155";"      60";"      30";"       5";"      25";"      55";"      25";"      10";"      10";"       5";"       0";"      15";""
"225";"NAT9309  ";"2012JJ00";"       0";"       0";"       0";"     150";"      70";"      30";"      25";"      15";"      45";"      25";"       5";"      10";"       5";"       0";"      20";""
