Nationality;Periods;TotalResidencePermitsAsylum_1;RefugeeStatusBeneficiaryStatus_2;HumanitarianReasons_3;TotalOrdinaryResidencePermit_4;TotalFamilyReunificationFormation_5;HusbandWife_6;ChildUnder18_7;OtherFamilyReunification_8;Study_9;TotalLabour_10;HighlySkilledMigrantBlueCardHolder_11;Researcher_12;OtherLabour_13;VictimOfHumanTrade_14;OtherOrdinary_15;SinglePermitGVVA_16
NAT9467  ;2016JJ00;0;0;0;220;115;65;40;5;30;55;50;0;5;0;20;
NAT9467  ;2017JJ00;5;5;0;210;100;75;20;5;30;60;55;0;5;0;20;
NAT9467  ;2018JJ00;5;5;0;260;125;85;35;5;35;75;70;5;0;0;20;
NAT9467  ;2019JJ00;5;0;5;295;140;90;40;10;35;85;80;5;0;0;30;
NAT9467  ;2020JJ00;5;5;0;265;125;75;50;5;40;80;75;0;0;0;15;
NAT9468  ;2008JJ00;0;0;0;45;5;0;5;0;35;0;0;0;0;0;0;
NAT9468  ;2009JJ00;0;0;0;45;5;0;5;0;35;0;0;0;0;0;0;
NAT9468  ;2010JJ00;0;0;0;65;5;0;0;5;50;5;0;0;5;0;5;
NAT9468  ;2011JJ00;0;0;0;50;10;10;0;0;35;5;0;0;0;0;0;
NAT9468  ;2012JJ00;0;0;0;50;10;5;0;0;35;5;0;5;0;0;0;
NAT9468  ;2013JJ00;0;0;0;50;15;5;5;0;35;5;0;0;0;0;0;
NAT9468  ;2014JJ00;5;5;0;35;15;5;10;0;20;0;0;0;0;0;0;
NAT9468  ;2015JJ00;0;0;0;50;10;5;5;0;30;5;0;5;0;0;0;
NAT9468  ;2016JJ00;0;0;0;35;10;5;5;0;20;0;0;0;0;0;5;
NAT9468  ;2017JJ00;5;5;0;30;10;5;5;0;10;5;5;0;0;0;5;
NAT9468  ;2018JJ00;0;0;0;45;15;10;5;5;20;5;0;5;0;0;5;
NAT9468  ;2019JJ00;0;0;0;65;20;5;5;5;30;10;5;10;0;0;0;
NAT9468  ;2020JJ00;0;0;0;45;10;5;5;0;25;10;0;5;0;0;0;
NAT9469  ;2008JJ00;5;0;0;115;20;5;10;5;70;20;10;10;0;0;10;
NAT9469  ;2009JJ00;5;5;0;135;30;10;15;5;85;15;5;10;5;0;0;
NAT9469  ;2010JJ00;5;0;5;105;15;5;5;0;70;15;5;10;5;0;5;
NAT9469  ;2011JJ00;0;0;0;80;5;0;0;0;65;10;5;5;5;0;0;
NAT9469  ;2012JJ00;0;0;0;80;10;5;5;5;50;20;5;5;5;0;0;
NAT9469  ;2013JJ00;10;0;5;80;15;5;10;0;50;15;0;10;5;0;0;
NAT9469  ;2014JJ00;5;5;0;65;10;5;5;0;40;15;5;5;0;0;5;
NAT9469  ;2015JJ00;5;0;0;70;15;5;5;0;40;15;10;0;0;0;0;
NAT9469  ;2016JJ00;0;0;0;80;10;5;5;0;45;15;5;5;5;0;5;
NAT9469  ;2017JJ00;5;5;5;100;10;5;5;0;70;20;5;5;5;0;5;
NAT9469  ;2018JJ00;5;5;5;110;20;10;5;5;70;15;10;5;5;0;5;
NAT9469  ;2019JJ00;0;0;0;140;35;20;10;5;70;25;15;5;10;0;5;
NAT9469  ;2020JJ00;0;0;0;125;20;10;5;5;75;25;10;5;10;0;5;
NAT9470  ;2008JJ00;0;0;0;985;315;145;105;60;50;590;255;15;320;0;25;
NAT9470  ;2009JJ00;0;0;0;755;230;115;70;45;60;450;140;10;300;0;10;
NAT9470  ;2010JJ00;0;0;0;645;135;75;30;30;90;405;100;15;290;0;15;
NAT9470  ;2011JJ00;0;0;0;710;165;85;45;35;90;440;125;15;300;0;10;
NAT9470  ;2012JJ00;0;0;0;650;195;95;55;40;70;385;95;10;280;0;5;
NAT9470  ;2013JJ00;0;0;0;880;220;120;90;15;110;510;110;25;380;0;35;
NAT9470  ;2014JJ00;0;0;0;790;200;115;70;15;90;480;165;25;290;0;25;
NAT9470  ;2015JJ00;0;0;0;950;250;155;90;5;95;555;230;30;295;0;50;
NAT9470  ;2016JJ00;0;0;0;1175;335;220;100;15;140;635;300;25;310;0;70;
NAT9470  ;2017JJ00;0;0;0;1300;380;230;140;15;110;745;370;20;355;0;65;
NAT9470  ;2018JJ00;5;0;5;1760;590;325;225;40;150;945;545;20;380;0;80;
NAT9470  ;2019JJ00;0;0;0;2505;1035;495;435;105;155;825;760;35;30;0;490;
NAT9470  ;2020JJ00;0;0;0;1855;790;380;335;75;105;575;535;20;20;0;385;
NAT9471  ;2008JJ00;5;0;0;630;240;115;125;5;230;155;90;15;50;0;5;
NAT9471  ;2009JJ00;0;0;0;615;250;110;135;10;200;155;90;25;40;0;10;
NAT9471  ;2010JJ00;5;5;0;740;240;120;115;5;305;195;100;20;75;0;5;
NAT9471  ;2011JJ00;10;10;0;920;275;130;140;5;435;200;125;30;45;0;5;
NAT9471  ;2012JJ00;25;25;0;920;230;105;120;5;530;155;80;25;50;0;5;
NAT9471  ;2013JJ00;5;5;0;1065;275;130;140;0;590;205;120;35;50;0;0;
NAT9471  ;2014JJ00;0;0;0;1220;270;140;130;5;720;170;100;30;40;0;55;
NAT9471  ;2015JJ00;0;0;0;1375;265;115;145;5;875;145;100;30;15;0;90;
NAT9471  ;2016JJ00;0;0;0;1520;270;135;130;5;1040;175;120;35;20;0;35;
NAT9471  ;2017JJ00;0;0;0;1720;310;150;160;5;1095;180;140;30;10;0;135;
NAT9471  ;2018JJ00;0;0;0;1690;300;150;150;5;1090;215;135;50;25;0;85;
NAT9471  ;2019JJ00;0;0;0;1735;330;160;165;5;1085;235;140;40;50;0;85;
NAT9471  ;2020JJ00;0;0;0;805;210;110;95;5;380;135;75;30;30;0;80;
NAT9474  ;2008JJ00;0;0;0;60;0;0;0;0;0;0;0;0;0;0;60;
NAT9474  ;2009JJ00;0;0;0;55;5;0;0;5;0;0;0;0;0;0;55;
NAT9474  ;2010JJ00;0;0;0;50;0;0;0;0;0;0;0;0;0;0;50;
NAT9474  ;2011JJ00;0;0;0;40;0;0;0;0;0;0;0;0;0;0;35;
NAT9474  ;2012JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9474  ;2013JJ00;0;0;0;10;5;0;0;0;0;0;0;0;0;0;5;
NAT9474  ;2014JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9474  ;2015JJ00;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;
NAT9474  ;2016JJ00;0;0;0;15;0;0;0;0;0;5;0;0;5;0;10;
NAT9474  ;2017JJ00;0;0;0;15;0;0;0;0;0;10;0;0;10;0;5;
NAT9474  ;2018JJ00;0;0;0;20;0;0;0;0;0;15;0;0;15;0;5;
NAT9474  ;2019JJ00;0;0;0;20;0;0;0;0;0;10;0;0;10;0;10;
NAT9474  ;2020JJ00;0;0;0;15;0;0;0;0;0;5;0;0;5;0;5;
NAT9487  ;2008JJ00;55;0;0;210;65;5;55;5;0;0;0;0;0;0;140;
NAT9487  ;2009JJ00;40;20;20;90;60;5;50;5;0;0;0;0;0;0;30;
NAT9487  ;2010JJ00;0;0;0;85;70;0;65;0;0;0;0;0;0;0;0;
NAT9487  ;2011JJ00;30;15;15;55;45;0;45;0;0;0;0;0;0;0;5;
NAT9487  ;2012JJ00;60;50;15;120;110;0;100;5;0;0;0;0;0;0;10;
NAT9487  ;2013JJ00;175;155;20;125;115;5;85;20;0;0;0;0;0;0;10;
NAT9487  ;2014JJ00;1715;1380;335;110;110;0;95;10;0;0;0;0;0;0;0;
NAT9487  ;2015JJ00;4390;1845;2545;255;245;0;95;150;0;0;0;0;0;0;10;
NAT9487  ;2016JJ00;2875;1725;1150;420;405;0;255;150;5;5;0;0;0;0;5;
NAT9487  ;2017JJ00;1775;300;1475;640;625;10;295;320;0;0;0;0;0;0;10;
NAT9487  ;2018JJ00;350;105;245;485;470;15;365;85;5;5;0;0;0;0;15;
NAT9487  ;2019JJ00;255;105;150;410;370;30;290;50;5;5;0;0;0;0;30;
NAT9487  ;2020JJ00;310;165;145;295;260;10;220;30;15;5;0;0;0;0;20;
NAT9488  ;2008JJ00;165;0;0;2675;1740;30;1690;15;5;5;0;0;5;0;925;
NAT9488  ;2009JJ00;295;150;145;1910;1635;10;1580;40;10;5;0;0;0;0;255;
NAT9488  ;2010JJ00;310;150;160;1855;1635;15;1585;30;10;5;0;0;0;0;225;
NAT9488  ;2011JJ00;15;10;0;1935;1800;15;1740;40;10;5;5;5;0;10;115;
NAT9488  ;2012JJ00;235;135;100;1810;1740;10;1720;10;5;10;5;0;5;15;40;
NAT9488  ;2013JJ00;285;165;115;1840;1670;15;1525;130;15;10;5;0;5;15;130;
NAT9488  ;2014JJ00;465;195;270;1665;1575;20;1515;40;25;15;10;5;0;5;45;
NAT9488  ;2015JJ00;250;135;115;1265;1210;20;1130;60;5;10;5;0;0;5;40;
NAT9488  ;2016JJ00;485;355;130;1070;1035;10;980;40;0;5;0;0;0;10;25;
NAT9488  ;2017JJ00;630;285;345;985;915;10;735;170;25;10;0;0;5;5;30;
NAT9488  ;2018JJ00;395;235;160;795;760;10;640;105;0;5;0;0;0;5;25;
NAT9488  ;2019JJ00;465;395;70;990;925;15;600;310;5;5;5;0;0;5;50;
NAT9488  ;2020JJ00;455;380;75;1320;1285;30;460;795;10;5;5;0;0;0;20;
